Item,FoodGroup,Year,Measurement,NoCountries
Coffee,Spices & stimulants,1978,Fat,0
Cottonseed oil,Oils,1978,Fat,72
Dates,Fruits,1978,Fat,10
Fermented beverages,Alcoholic beverages,1978,Fat,2
Fruits (other),Fruits,1978,Fat,139
Grapefruit,Fruits,1978,Fat,4
Grapes & wine,Alcoholic beverages,1978,Fat,23
Groundnut,Oils,1978,Fat,130
Lemons & limes,Fruits,1978,Fat,10
Maize,Cereals,1978,Fat,126
Millets,Cereals,1978,Fat,40
Miscellaneous,Miscellaneous,1978,Fat,27
Oats,Cereals,1978,Fat,33
Oilcrops (other),Oils,1978,Fat,109
Olives,Oils,1978,Fat,70
Onions,Vegetables,1978,Fat,17
Oranges & mandarines,Fruits,1978,Fat,35
Palm oil,Oils,1978,Fat,70
Peas,Pulses,1978,Fat,22
Pepper,Vegetables,1978,Fat,0
Pimento,Spices & stimulants,1978,Fat,52
Pineapples,Fruits,1978,Fat,3
Potatoes,Starchy roots,1978,Fat,63
Pulses (other),Pulses,1978,Fat,91
Rape & mustard,Spices & stimulants,1978,Fat,45
Rice,Cereals,1978,Fat,125
Roots (other),Starchy roots,1978,Fat,31
Rye,Cereals,1978,Fat,18
Sesame ,Oils,1978,Fat,59
Sorghum,Cereals,1978,Fat,47
Soybean,Oils,1978,Fat,114
Spices (other),Spices & stimulants,1978,Fat,59
Sugar,Sweeteners,1978,Fat,8
Sunflower,Oils,1978,Fat,68
Sweet potatoes,Starchy roots,1978,Fat,31
Sweeteners (other),Sweeteners,1978,Fat,1
Tea,Spices & stimulants,1978,Fat,0
Tomatoes,Vegetables,1978,Fat,58
Treenuts,Oils,1978,Fat,97
Vegetables (other),Vegetables,1978,Fat,139
Wheat,Cereals,1978,Fat,149
Yams,Starchy roots,1978,Fat,19
Alcoholic beverages,Alcoholic beverages,1978,Protein,0
Animal Products (Total),Animal Products,1978,Protein,152
Apples,Fruits,1978,Protein,37
Bananas & plantains,Fruits,1978,Protein,118
Barley & beer,Alcoholic beverages,1978,Protein,122
Beans,Pulses,1978,Protein,101
Cassava,Starchy roots,1978,Protein,68
Cereals (other),Cereals ,1978,Protein,65
Citrus (other),Fruits,1978,Protein,7
Cloves,Spices & stimulants,1978,Protein,0
Cocoa beans,Spices & stimulants,1978,Protein,65
Coconuts,Oils,1978,Protein,57
Coffee,Spices & stimulants,1978,Protein,86
Cottonseed oil,Oils,1978,Protein,1
Dates,Fruits,1978,Protein,16
Fermented beverages,Alcoholic beverages,1978,Protein,28
Fruits (other),Fruits,1978,Protein,141
Grapefruit,Fruits,1978,Protein,10
Grapes & wine,Alcoholic beverages,1978,Protein,44
Groundnut,Oils,1978,Protein,111
Lemons & limes,Fruits,1978,Protein,10
Maize,Cereals,1978,Protein,123
Millets,Cereals,1978,Protein,46
Miscellaneous,Miscellaneous,1978,Protein,62
Oats,Cereals,1978,Protein,50
Oilcrops (other),Oils,1978,Protein,28
Olives,Oils,1978,Protein,12
Onions,Vegetables,1978,Protein,96
Oranges & mandarines,Fruits,1978,Protein,82
Palm oil,Oils,1978,Protein,3
Peas,Pulses,1978,Protein,65
Pepper,Vegetables,1978,Protein,9
Pimento,Spices & stimulants,1978,Protein,48
Pineapples,Fruits,1978,Protein,11
Potatoes,Starchy roots,1978,Protein,125
Pulses (other),Pulses,1978,Protein,128
Rape & mustard,Spices & stimulants,1978,Protein,21
Rice,Cereals,1978,Protein,150
Roots (other),Starchy roots,1978,Protein,55
Rye,Cereals,1978,Protein,31
Sesame ,Oils,1978,Protein,38
Sorghum,Cereals,1978,Protein,48
Soybean,Oils,1978,Protein,43
Spices (other),Spices & stimulants,1978,Protein,53
Sugar,Sweeteners,1978,Protein,16
Sunflower,Oils,1978,Protein,8
Sweet potatoes,Starchy roots,1978,Protein,60
Sweeteners (other),Sweeteners,1978,Protein,0
Tea,Spices & stimulants,1978,Protein,68
Tomatoes,Vegetables,1978,Protein,93
Treenuts,Oils,1978,Protein,77
Vegetables (other),Vegetables,1978,Protein,152
Wheat,Cereals,1978,Protein,151
Yams,Starchy roots,1978,Protein,35
Alcoholic beverages,Alcoholic beverages,1978,Food Weight,133
Animal Products (Total),Animal Products,1978,Food Weight,152
Apples,Fruits,1978,Food Weight,97
Bananas & plantains,Fruits,1978,Food Weight,140
Barley & beer,Alcoholic beverages,1978,Food Weight,144
Beans,Pulses,1978,Food Weight,102
Cassava,Starchy roots,1978,Food Weight,84
Cereals (other),Cereals ,1978,Food Weight,83
Citrus (other),Fruits,1978,Food Weight,43
Cloves,Spices & stimulants,1978,Food Weight,4
Cocoa beans,Spices & stimulants,1978,Food Weight,90
Coconuts,Oils,1978,Food Weight,110
Coffee,Spices & stimulants,1978,Food Weight,119
Cottonseed oil,Oils,1978,Food Weight,70
Dates,Fruits,1978,Food Weight,45
Fermented beverages,Alcoholic beverages,1978,Food Weight,72
Fruits (other),Fruits,1978,Food Weight,152
Grapefruit,Fruits,1978,Food Weight,77
Grapes & wine,Alcoholic beverages,1978,Food Weight,129
Groundnut,Oils,1978,Food Weight,127
Lemons & limes,Fruits,1978,Food Weight,88
Maize,Cereals,1978,Food Weight,132
Millets,Cereals,1978,Food Weight,49
Miscellaneous,Miscellaneous,1978,Food Weight,0
Oats,Cereals,1978,Food Weight,59
Oilcrops (other),Oils,1978,Food Weight,100
Olives,Oils,1978,Food Weight,55
Onions,Vegetables,1978,Food Weight,119
Oranges & mandarines,Fruits,1978,Food Weight,123
Palm oil,Oils,1978,Food Weight,68
Peas,Pulses,1978,Food Weight,69
Pepper,Vegetables,1978,Food Weight,49
Pimento,Spices & stimulants,1978,Food Weight,61
Pineapples,Fruits,1978,Food Weight,91
Potatoes,Starchy roots,1978,Food Weight,142
Pulses (other),Pulses,1978,Food Weight,128
Rape & mustard,Spices & stimulants,1978,Food Weight,40
Rice,Cereals,1978,Food Weight,151
Roots (other),Starchy roots,1978,Food Weight,78
Rye,Cereals,1978,Food Weight,36
Sesame ,Oils,1978,Food Weight,52
Sorghum,Cereals,1978,Food Weight,51
Soybean,Oils,1978,Food Weight,113
Spices (other),Spices & stimulants,1978,Food Weight,96
Sugar,Sweeteners,1978,Food Weight,152
Sunflower,Oils,1978,Food Weight,63
Sweet potatoes,Starchy roots,1978,Food Weight,92
Sweeteners (other),Sweeteners,1978,Food Weight,115
Tea,Spices & stimulants,1978,Food Weight,101
Tomatoes,Vegetables,1978,Food Weight,121
Treenuts,Oils,1978,Food Weight,103
Vegetables (other),Vegetables,1978,Food Weight,152
Wheat,Cereals,1978,Food Weight,151
Yams,Starchy roots,1978,Food Weight,43
Alcoholic beverages,Alcoholic beverages,1979,Calories,126
Animal Products (Total),Animal Products,1979,Calories,152
Apples,Fruits,1979,Calories,86
Bananas & plantains,Fruits,1979,Calories,131
Barley & beer,Alcoholic beverages,1979,Calories,140
Beans,Pulses,1979,Calories,103
Cassava,Starchy roots,1979,Calories,82
Cereals (other),Cereals ,1979,Calories,77
Citrus (other),Fruits,1979,Calories,22
Cloves,Spices & stimulants,1979,Calories,4
Cocoa beans,Spices & stimulants,1979,Calories,89
Coconuts,Oils,1979,Calories,109
Coffee,Spices & stimulants,1979,Calories,89
Cottonseed oil,Oils,1979,Calories,72
Dates,Fruits,1979,Calories,40
Fermented beverages,Alcoholic beverages,1979,Calories,47
Fruits (other),Fruits,1979,Calories,151
Grapefruit,Fruits,1979,Calories,45
Grapes & wine,Alcoholic beverages,1979,Calories,103
Groundnut,Oils,1979,Calories,132
Lemons & limes,Fruits,1979,Calories,55
Maize,Cereals,1979,Calories,132
Millets,Cereals,1979,Calories,49
Miscellaneous,Miscellaneous,1979,Calories,84
Oats,Cereals,1979,Calories,54
Oilcrops (other),Oils,1979,Calories,114
Olives,Oils,1979,Calories,68
Onions,Vegetables,1979,Calories,111
Oranges & mandarines,Fruits,1979,Calories,114
Palm oil,Oils,1979,Calories,72
Peas,Pulses,1979,Calories,69
Pepper,Vegetables,1979,Calories,40
Pimento,Spices & stimulants,1979,Calories,61
Pineapples,Fruits,1979,Calories,74
Potatoes,Starchy roots,1979,Calories,137
Pulses (other),Pulses,1979,Calories,127
Rape & mustard,Spices & stimulants,1979,Calories,42
Rice,Cereals,1979,Calories,151
Roots (other),Starchy roots,1979,Calories,69
Rye,Cereals,1979,Calories,35
Sesame ,Oils,1979,Calories,62
Sorghum,Cereals,1979,Calories,52
Soybean,Oils,1979,Calories,116
Spices (other),Spices & stimulants,1979,Calories,94
Sugar,Sweeteners,1979,Calories,152
Sunflower,Oils,1979,Calories,69
Sweet potatoes,Starchy roots,1979,Calories,85
Sweeteners (other),Sweeteners,1979,Calories,109
Tea,Spices & stimulants,1979,Calories,50
Tomatoes,Vegetables,1979,Calories,106
Treenuts,Oils,1979,Calories,98
Vegetables (other),Vegetables,1979,Calories,152
Wheat,Cereals,1979,Calories,152
Yams,Starchy roots,1979,Calories,43
Alcoholic beverages,Alcoholic beverages,1979,Fat,0
Animal Products (Total),Animal Products,1979,Fat,152
Apples,Fruits,1979,Fat,43
Bananas & plantains,Fruits,1979,Fat,66
Barley & beer,Alcoholic beverages,1979,Fat,24
Beans,Pulses,1979,Fat,60
Cassava,Starchy roots,1979,Fat,51
Cereals (other),Cereals ,1979,Fat,23
Citrus (other),Fruits,1979,Fat,6
Cloves,Spices & stimulants,1979,Fat,2
Cocoa beans,Spices & stimulants,1979,Fat,85
Coconuts,Oils,1979,Fat,109
Coffee,Spices & stimulants,1979,Fat,0
Cottonseed oil,Oils,1979,Fat,72
Dates,Fruits,1979,Fat,9
Fermented beverages,Alcoholic beverages,1979,Fat,2
Fruits (other),Fruits,1979,Fat,141
Grapefruit,Fruits,1979,Fat,4
Grapes & wine,Alcoholic beverages,1979,Fat,22
Groundnut,Oils,1979,Fat,132
Lemons & limes,Fruits,1979,Fat,13
Maize,Cereals,1979,Fat,127
Millets,Cereals,1979,Fat,39
Miscellaneous,Miscellaneous,1979,Fat,30
Oats,Cereals,1979,Fat,32
Oilcrops (other),Oils,1979,Fat,114
Olives,Oils,1979,Fat,68
Onions,Vegetables,1979,Fat,18
Oranges & mandarines,Fruits,1979,Fat,37
Palm oil,Oils,1979,Fat,72
Peas,Pulses,1979,Fat,20
Pepper,Vegetables,1979,Fat,0
Pimento,Spices & stimulants,1979,Fat,53
Pineapples,Fruits,1979,Fat,3
Potatoes,Starchy roots,1979,Fat,67
Pulses (other),Pulses,1979,Fat,92
Rape & mustard,Spices & stimulants,1979,Fat,42
Rice,Cereals,1979,Fat,125
Roots (other),Starchy roots,1979,Fat,31
Rye,Cereals,1979,Fat,16
Sesame ,Oils,1979,Fat,62
Sorghum,Cereals,1979,Fat,48
Soybean,Oils,1979,Fat,115
Spices (other),Spices & stimulants,1979,Fat,66
Sugar,Sweeteners,1979,Fat,7
Sunflower,Oils,1979,Fat,69
Sweet potatoes,Starchy roots,1979,Fat,30
Sweeteners (other),Sweeteners,1979,Fat,1
Tea,Spices & stimulants,1979,Fat,0
Tomatoes,Vegetables,1979,Fat,61
Treenuts,Oils,1979,Fat,94
Vegetables (other),Vegetables,1979,Fat,139
Wheat,Cereals,1979,Fat,148
Yams,Starchy roots,1979,Fat,19
Alcoholic beverages,Alcoholic beverages,1979,Protein,0
Animal Products (Total),Animal Products,1979,Protein,152
Apples,Fruits,1979,Protein,40
Bananas & plantains,Fruits,1979,Protein,118
Barley & beer,Alcoholic beverages,1979,Protein,120
Beans,Pulses,1979,Protein,102
Cassava,Starchy roots,1979,Protein,68
Cereals (other),Cereals ,1979,Protein,64
Citrus (other),Fruits,1979,Protein,7
Cloves,Spices & stimulants,1979,Protein,0
Cocoa beans,Spices & stimulants,1979,Protein,68
Coconuts,Oils,1979,Protein,60
Coffee,Spices & stimulants,1979,Protein,89
Cottonseed oil,Oils,1979,Protein,1
Dates,Fruits,1979,Protein,17
Fermented beverages,Alcoholic beverages,1979,Protein,29
Fruits (other),Fruits,1979,Protein,142
Grapefruit,Fruits,1979,Protein,8
Grapes & wine,Alcoholic beverages,1979,Protein,46
Groundnut,Oils,1979,Protein,110
Lemons & limes,Fruits,1979,Protein,13
Maize,Cereals,1979,Protein,127
Millets,Cereals,1979,Protein,45
Miscellaneous,Miscellaneous,1979,Protein,60
Oats,Cereals,1979,Protein,51
Oilcrops (other),Oils,1979,Protein,27
Olives,Oils,1979,Protein,10
Onions,Vegetables,1979,Protein,94
Oranges & mandarines,Fruits,1979,Protein,83
Palm oil,Oils,1979,Protein,4
Peas,Pulses,1979,Protein,69
Pepper,Vegetables,1979,Protein,8
Pimento,Spices & stimulants,1979,Protein,51
Pineapples,Fruits,1979,Protein,10
Potatoes,Starchy roots,1979,Protein,126
Pulses (other),Pulses,1979,Protein,127
Rape & mustard,Spices & stimulants,1979,Protein,18
Rice,Cereals,1979,Protein,150
Roots (other),Starchy roots,1979,Protein,54
Rye,Cereals,1979,Protein,27
Sesame ,Oils,1979,Protein,36
Sorghum,Cereals,1979,Protein,49
Soybean,Oils,1979,Protein,41
Spices (other),Spices & stimulants,1979,Protein,58
Sugar,Sweeteners,1979,Protein,16
Sunflower,Oils,1979,Protein,8
Sweet potatoes,Starchy roots,1979,Protein,61
Sweeteners (other),Sweeteners,1979,Protein,1
Tea,Spices & stimulants,1979,Protein,72
Tomatoes,Vegetables,1979,Protein,92
Treenuts,Oils,1979,Protein,76
Vegetables (other),Vegetables,1979,Protein,152
Wheat,Cereals,1979,Protein,151
Yams,Starchy roots,1979,Protein,36
Alcoholic beverages,Alcoholic beverages,1979,Food Weight,129
Animal Products (Total),Animal Products,1979,Food Weight,152
Apples,Fruits,1979,Food Weight,98
Bananas & plantains,Fruits,1979,Food Weight,140
Barley & beer,Alcoholic beverages,1979,Food Weight,144
Beans,Pulses,1979,Food Weight,103
Cassava,Starchy roots,1979,Food Weight,84
Cereals (other),Cereals ,1979,Food Weight,80
Citrus (other),Fruits,1979,Food Weight,42
Cloves,Spices & stimulants,1979,Food Weight,4
Cocoa beans,Spices & stimulants,1979,Food Weight,92
Coconuts,Oils,1979,Food Weight,108
Coffee,Spices & stimulants,1979,Food Weight,121
Cottonseed oil,Oils,1979,Food Weight,70
Dates,Fruits,1979,Food Weight,46
Fermented beverages,Alcoholic beverages,1979,Food Weight,70
Fruits (other),Fruits,1979,Food Weight,152
Grapefruit,Fruits,1979,Food Weight,78
Grapes & wine,Alcoholic beverages,1979,Food Weight,126
Groundnut,Oils,1979,Food Weight,132
Lemons & limes,Fruits,1979,Food Weight,87
Maize,Cereals,1979,Food Weight,134
Millets,Cereals,1979,Food Weight,49
Miscellaneous,Miscellaneous,1979,Food Weight,0
Oats,Cereals,1979,Food Weight,57
Oilcrops (other),Oils,1979,Food Weight,104
Olives,Oils,1979,Food Weight,54
Onions,Vegetables,1979,Food Weight,118
Oranges & mandarines,Fruits,1979,Food Weight,124
Palm oil,Oils,1979,Food Weight,72
Peas,Pulses,1979,Food Weight,70
Pepper,Vegetables,1979,Food Weight,51
Pimento,Spices & stimulants,1979,Food Weight,62
Pineapples,Fruits,1979,Food Weight,92
Potatoes,Starchy roots,1979,Food Weight,143
Pulses (other),Pulses,1979,Food Weight,127
Rape & mustard,Spices & stimulants,1979,Food Weight,41
Rice,Cereals,1979,Food Weight,151
Roots (other),Starchy roots,1979,Food Weight,80
Rye,Cereals,1979,Food Weight,36
Sesame ,Oils,1979,Food Weight,53
Sorghum,Cereals,1979,Food Weight,52
Soybean,Oils,1979,Food Weight,113
Spices (other),Spices & stimulants,1979,Food Weight,98
Sugar,Sweeteners,1979,Food Weight,152
Sunflower,Oils,1979,Food Weight,64
Sweet potatoes,Starchy roots,1979,Food Weight,93
Sweeteners (other),Sweeteners,1979,Food Weight,115
Tea,Spices & stimulants,1979,Food Weight,103
Tomatoes,Vegetables,1979,Food Weight,124
Treenuts,Oils,1979,Food Weight,101
Vegetables (other),Vegetables,1979,Food Weight,152
Wheat,Cereals,1979,Food Weight,152
Yams,Starchy roots,1979,Food Weight,43
Alcoholic beverages,Alcoholic beverages,1980,Calories,124
Animal Products (Total),Animal Products,1980,Calories,152
Apples,Fruits,1980,Calories,87
Bananas & plantains,Fruits,1980,Calories,133
Barley & beer,Alcoholic beverages,1980,Calories,140
Beans,Pulses,1980,Calories,102
Cassava,Starchy roots,1980,Calories,80
Cereals (other),Cereals ,1980,Calories,77
Citrus (other),Fruits,1980,Calories,19
Cloves,Spices & stimulants,1980,Calories,3
Cocoa beans,Spices & stimulants,1980,Calories,89
Coconuts,Oils,1980,Calories,112
Coffee,Spices & stimulants,1980,Calories,92
Cottonseed oil,Oils,1980,Calories,72
Dates,Fruits,1980,Calories,37
Fermented beverages,Alcoholic beverages,1980,Calories,48
Fruits (other),Fruits,1980,Calories,152
Grapefruit,Fruits,1980,Calories,46
Grapes & wine,Alcoholic beverages,1980,Calories,104
Groundnut,Oils,1980,Calories,131
Lemons & limes,Fruits,1980,Calories,53
Maize,Cereals,1980,Calories,133
Millets,Cereals,1980,Calories,49
Miscellaneous,Miscellaneous,1980,Calories,81
Oats,Cereals,1980,Calories,53
Oilcrops (other),Oils,1980,Calories,113
Olives,Oils,1980,Calories,68
Onions,Vegetables,1980,Calories,113
Oranges & mandarines,Fruits,1980,Calories,113
Palm oil,Oils,1980,Calories,76
Peas,Pulses,1980,Calories,71
Pepper,Vegetables,1980,Calories,40
Pimento,Spices & stimulants,1980,Calories,63
Pineapples,Fruits,1980,Calories,75
Potatoes,Starchy roots,1980,Calories,139
Pulses (other),Pulses,1980,Calories,126
Rape & mustard,Spices & stimulants,1980,Calories,45
Rice,Cereals,1980,Calories,150
Roots (other),Starchy roots,1980,Calories,69
Rye,Cereals,1980,Calories,34
Sesame ,Oils,1980,Calories,60
Sorghum,Cereals,1980,Calories,51
Soybean,Oils,1980,Calories,118
Spices (other),Spices & stimulants,1980,Calories,99
Sugar,Sweeteners,1980,Calories,152
Sunflower,Oils,1980,Calories,67
Sweet potatoes,Starchy roots,1980,Calories,86
Sweeteners (other),Sweeteners,1980,Calories,110
Tea,Spices & stimulants,1980,Calories,53
Tomatoes,Vegetables,1980,Calories,109
Treenuts,Oils,1980,Calories,99
Vegetables (other),Vegetables,1980,Calories,152
Wheat,Cereals,1980,Calories,152
Yams,Starchy roots,1980,Calories,42
Alcoholic beverages,Alcoholic beverages,1980,Fat,0
Animal Products (Total),Animal Products,1980,Fat,152
Apples,Fruits,1980,Fat,44
Bananas & plantains,Fruits,1980,Fat,67
Barley & beer,Alcoholic beverages,1980,Fat,19
Beans,Pulses,1980,Fat,58
Cassava,Starchy roots,1980,Fat,48
Cereals (other),Cereals ,1980,Fat,20
Citrus (other),Fruits,1980,Fat,6
Cloves,Spices & stimulants,1980,Fat,2
Cocoa beans,Spices & stimulants,1980,Fat,86
Coconuts,Oils,1980,Fat,111
Coffee,Spices & stimulants,1980,Fat,0
Cottonseed oil,Oils,1980,Fat,72
Dates,Fruits,1980,Fat,9
Fermented beverages,Alcoholic beverages,1980,Fat,2
Fruits (other),Fruits,1980,Fat,138
Grapefruit,Fruits,1980,Fat,4
Grapes & wine,Alcoholic beverages,1980,Fat,24
Groundnut,Oils,1980,Fat,131
Lemons & limes,Fruits,1980,Fat,12
Maize,Cereals,1980,Fat,128
Millets,Cereals,1980,Fat,39
Miscellaneous,Miscellaneous,1980,Fat,34
Oats,Cereals,1980,Fat,29
Oilcrops (other),Oils,1980,Fat,113
Olives,Oils,1980,Fat,68
Onions,Vegetables,1980,Fat,17
Oranges & mandarines,Fruits,1980,Fat,42
Palm oil,Oils,1980,Fat,76
Peas,Pulses,1980,Fat,22
Pepper,Vegetables,1980,Fat,0
Pimento,Spices & stimulants,1980,Fat,49
Pineapples,Fruits,1980,Fat,3
Potatoes,Starchy roots,1980,Fat,65
Pulses (other),Pulses,1980,Fat,95
Rape & mustard,Spices & stimulants,1980,Fat,45
Rice,Cereals,1980,Fat,126
Roots (other),Starchy roots,1980,Fat,31
Rye,Cereals,1980,Fat,17
Sesame ,Oils,1980,Fat,63
Sorghum,Cereals,1980,Fat,47
Soybean,Oils,1980,Fat,117
Spices (other),Spices & stimulants,1980,Fat,65
Sugar,Sweeteners,1980,Fat,6
Sunflower,Oils,1980,Fat,68
Sweet potatoes,Starchy roots,1980,Fat,31
Sweeteners (other),Sweeteners,1980,Fat,1
Tea,Spices & stimulants,1980,Fat,0
Tomatoes,Vegetables,1980,Fat,60
Treenuts,Oils,1980,Fat,93
Vegetables (other),Vegetables,1980,Fat,138
Wheat,Cereals,1980,Fat,151
Yams,Starchy roots,1980,Fat,19
Alcoholic beverages,Alcoholic beverages,1980,Protein,0
Animal Products (Total),Animal Products,1980,Protein,152
Apples,Fruits,1980,Protein,38
Bananas & plantains,Fruits,1980,Protein,119
Barley & beer,Alcoholic beverages,1980,Protein,120
Beans,Pulses,1980,Protein,102
Cassava,Starchy roots,1980,Protein,68
Cereals (other),Cereals ,1980,Protein,63
Citrus (other),Fruits,1980,Protein,8
Cloves,Spices & stimulants,1980,Protein,0
Cocoa beans,Spices & stimulants,1980,Protein,68
Coconuts,Oils,1980,Protein,57
Coffee,Spices & stimulants,1980,Protein,90
Cottonseed oil,Oils,1980,Protein,1
Dates,Fruits,1980,Protein,16
Fermented beverages,Alcoholic beverages,1980,Protein,28
Fruits (other),Fruits,1980,Protein,142
Grapefruit,Fruits,1980,Protein,12
Grapes & wine,Alcoholic beverages,1980,Protein,45
Groundnut,Oils,1980,Protein,109
Lemons & limes,Fruits,1980,Protein,13
Maize,Cereals,1980,Protein,128
Millets,Cereals,1980,Protein,44
Miscellaneous,Miscellaneous,1980,Protein,64
Oats,Cereals,1980,Protein,44
Oilcrops (other),Oils,1980,Protein,29
Olives,Oils,1980,Protein,12
Onions,Vegetables,1980,Protein,97
Oranges & mandarines,Fruits,1980,Protein,87
Palm oil,Oils,1980,Protein,4
Peas,Pulses,1980,Protein,70
Pepper,Vegetables,1980,Protein,8
Pimento,Spices & stimulants,1980,Protein,47
Pineapples,Fruits,1980,Protein,12
Potatoes,Starchy roots,1980,Protein,124
Pulses (other),Pulses,1980,Protein,126
