Item,FoodGroup,Year,Measurement,NoCountries
Spices (other),Spices & stimulants,2001,Food Weight,114
Sugar,Sweeteners,2001,Food Weight,152
Sunflower,Oils,2001,Food Weight,99
Sweet potatoes,Starchy roots,2001,Food Weight,102
Sweeteners (other),Sweeteners,2001,Food Weight,135
Tea,Spices & stimulants,2001,Food Weight,114
Tomatoes,Vegetables,2001,Food Weight,139
Treenuts,Oils,2001,Food Weight,124
Vegetables (other),Vegetables,2001,Food Weight,152
Wheat,Cereals,2001,Food Weight,152
Yams,Starchy roots,2001,Food Weight,50
Alcoholic beverages,Alcoholic beverages,2002,Calories,123
Animal Products (Total),Animal Products,2002,Calories,152
Apples,Fruits,2002,Calories,108
Bananas & plantains,Fruits,2002,Calories,145
Barley & beer,Alcoholic beverages,2002,Calories,144
Beans,Pulses,2002,Calories,132
Cassava,Starchy roots,2002,Calories,90
Cereals (other),Cereals ,2002,Calories,86
Citrus (other),Fruits,2002,Calories,41
Cloves,Spices & stimulants,2002,Calories,6
Cocoa beans,Spices & stimulants,2002,Calories,122
Coconuts,Oils,2002,Calories,132
Coffee,Spices & stimulants,2002,Calories,101
Cottonseed oil,Oils,2002,Calories,71
Dates,Fruits,2002,Calories,54
Fermented beverages,Alcoholic beverages,2002,Calories,54
Fruits (other),Fruits,2002,Calories,152
Grapefruit,Fruits,2002,Calories,53
Grapes & wine,Alcoholic beverages,2002,Calories,114
Groundnut,Oils,2002,Calories,143
Lemons & limes,Fruits,2002,Calories,72
Maize,Cereals,2002,Calories,145
Millets,Cereals,2002,Calories,47
Miscellaneous,Miscellaneous,2002,Calories,115
Oats,Cereals,2002,Calories,65
Oilcrops (other),Oils,2002,Calories,130
Olives,Oils,2002,Calories,96
Onions,Vegetables,2002,Calories,128
Oranges & mandarines,Fruits,2002,Calories,127
Palm oil,Oils,2002,Calories,113
Peas,Pulses,2002,Calories,106
Pepper,Vegetables,2002,Calories,64
Pimento,Spices & stimulants,2002,Calories,77
Pineapples,Fruits,2002,Calories,102
Potatoes,Starchy roots,2002,Calories,146
Pulses (other),Pulses,2002,Calories,138
Rape & mustard,Spices & stimulants,2002,Calories,93
Rice,Cereals,2002,Calories,152
Roots (other),Starchy roots,2002,Calories,78
Rye,Cereals,2002,Calories,45
Sesame ,Oils,2002,Calories,93
Sorghum,Cereals,2002,Calories,51
Soybean,Oils,2002,Calories,146
Spices (other),Spices & stimulants,2002,Calories,113
Sugar,Sweeteners,2002,Calories,152
Sunflower,Oils,2002,Calories,111
Sweet potatoes,Starchy roots,2002,Calories,96
Sweeteners (other),Sweeteners,2002,Calories,132
Tea,Spices & stimulants,2002,Calories,51
Tomatoes,Vegetables,2002,Calories,132
Treenuts,Oils,2002,Calories,124
Vegetables (other),Vegetables,2002,Calories,152
Wheat,Cereals,2002,Calories,152
Yams,Starchy roots,2002,Calories,44
Alcoholic beverages,Alcoholic beverages,2002,Fat,0
Animal Products (Total),Animal Products,2002,Fat,152
Apples,Fruits,2002,Fat,48
Bananas & plantains,Fruits,2002,Fat,69
Barley & beer,Alcoholic beverages,2002,Fat,18
Beans,Pulses,2002,Fat,79
Cassava,Starchy roots,2002,Fat,49
Cereals (other),Cereals ,2002,Fat,26
Citrus (other),Fruits,2002,Fat,6
Cloves,Spices & stimulants,2002,Fat,4
Cocoa beans,Spices & stimulants,2002,Fat,122
Coconuts,Oils,2002,Fat,133
Coffee,Spices & stimulants,2002,Fat,0
Cottonseed oil,Oils,2002,Fat,72
Dates,Fruits,2002,Fat,10
Fermented beverages,Alcoholic beverages,2002,Fat,2
Fruits (other),Fruits,2002,Fat,141
Grapefruit,Fruits,2002,Fat,4
Grapes & wine,Alcoholic beverages,2002,Fat,26
Groundnut,Oils,2002,Fat,143
Lemons & limes,Fruits,2002,Fat,19
Maize,Cereals,2002,Fat,141
Millets,Cereals,2002,Fat,33
Miscellaneous,Miscellaneous,2002,Fat,49
Oats,Cereals,2002,Fat,39
Oilcrops (other),Oils,2002,Fat,129
Olives,Oils,2002,Fat,100
Onions,Vegetables,2002,Fat,36
Oranges & mandarines,Fruits,2002,Fat,48
Palm oil,Oils,2002,Fat,114
Peas,Pulses,2002,Fat,27
Pepper,Vegetables,2002,Fat,2
Pimento,Spices & stimulants,2002,Fat,52
Pineapples,Fruits,2002,Fat,6
Potatoes,Starchy roots,2002,Fat,79
Pulses (other),Pulses,2002,Fat,91
Rape & mustard,Spices & stimulants,2002,Fat,89
Rice,Cereals,2002,Fat,142
Roots (other),Starchy roots,2002,Fat,32
Rye,Cereals,2002,Fat,18
Sesame ,Oils,2002,Fat,92
Sorghum,Cereals,2002,Fat,44
Soybean,Oils,2002,Fat,145
Spices (other),Spices & stimulants,2002,Fat,94
Sugar,Sweeteners,2002,Fat,9
Sunflower,Oils,2002,Fat,111
Sweet potatoes,Starchy roots,2002,Fat,26
Sweeteners (other),Sweeteners,2002,Fat,1
Tea,Spices & stimulants,2002,Fat,0
Tomatoes,Vegetables,2002,Fat,75
Treenuts,Oils,2002,Fat,123
Vegetables (other),Vegetables,2002,Fat,146
Wheat,Cereals,2002,Fat,152
Yams,Starchy roots,2002,Fat,14
Alcoholic beverages,Alcoholic beverages,2002,Protein,1
Animal Products (Total),Animal Products,2002,Protein,152
Apples,Fruits,2002,Protein,44
Bananas & plantains,Fruits,2002,Protein,127
Barley & beer,Alcoholic beverages,2002,Protein,127
Beans,Pulses,2002,Protein,128
Cassava,Starchy roots,2002,Protein,65
Cereals (other),Cereals ,2002,Protein,70
Citrus (other),Fruits,2002,Protein,11
Cloves,Spices & stimulants,2002,Protein,1
Cocoa beans,Spices & stimulants,2002,Protein,92
Coconuts,Oils,2002,Protein,59
Coffee,Spices & stimulants,2002,Protein,102
Cottonseed oil,Oils,2002,Protein,0
Dates,Fruits,2002,Protein,17
Fermented beverages,Alcoholic beverages,2002,Protein,28
Fruits (other),Fruits,2002,Protein,143
Grapefruit,Fruits,2002,Protein,15
Grapes & wine,Alcoholic beverages,2002,Protein,55
Groundnut,Oils,2002,Protein,131
Lemons & limes,Fruits,2002,Protein,26
Maize,Cereals,2002,Protein,137
Millets,Cereals,2002,Protein,42
Miscellaneous,Miscellaneous,2002,Protein,93
Oats,Cereals,2002,Protein,55
Oilcrops (other),Oils,2002,Protein,36
Olives,Oils,2002,Protein,14
Onions,Vegetables,2002,Protein,112
Oranges & mandarines,Fruits,2002,Protein,102
Palm oil,Oils,2002,Protein,7
Peas,Pulses,2002,Protein,101
Pepper,Vegetables,2002,Protein,17
Pimento,Spices & stimulants,2002,Protein,52
Pineapples,Fruits,2002,Protein,18
Potatoes,Starchy roots,2002,Protein,133
Pulses (other),Pulses,2002,Protein,136
Rape & mustard,Spices & stimulants,2002,Protein,51
Rice,Cereals,2002,Protein,151
Roots (other),Starchy roots,2002,Protein,59
Rye,Cereals,2002,Protein,38
Sesame ,Oils,2002,Protein,51
Sorghum,Cereals,2002,Protein,49
Soybean,Oils,2002,Protein,69
Spices (other),Spices & stimulants,2002,Protein,90
Sugar,Sweeteners,2002,Protein,15
Sunflower,Oils,2002,Protein,19
Sweet potatoes,Starchy roots,2002,Protein,62
Sweeteners (other),Sweeteners,2002,Protein,3
Tea,Spices & stimulants,2002,Protein,89
Tomatoes,Vegetables,2002,Protein,120
Treenuts,Oils,2002,Protein,103
Vegetables (other),Vegetables,2002,Protein,152
Wheat,Cereals,2002,Protein,152
Yams,Starchy roots,2002,Protein,38
Alcoholic beverages,Alcoholic beverages,2002,Food Weight,127
Animal Products (Total),Animal Products,2002,Food Weight,152
Apples,Fruits,2002,Food Weight,131
Bananas & plantains,Fruits,2002,Food Weight,149
Barley & beer,Alcoholic beverages,2002,Food Weight,148
Beans,Pulses,2002,Food Weight,132
Cassava,Starchy roots,2002,Food Weight,95
Cereals (other),Cereals ,2002,Food Weight,91
Citrus (other),Fruits,2002,Food Weight,81
Cloves,Spices & stimulants,2002,Food Weight,8
Cocoa beans,Spices & stimulants,2002,Food Weight,119
Coconuts,Oils,2002,Food Weight,133
Coffee,Spices & stimulants,2002,Food Weight,138
Cottonseed oil,Oils,2002,Food Weight,59
Dates,Fruits,2002,Food Weight,61
Fermented beverages,Alcoholic beverages,2002,Food Weight,82
Fruits (other),Fruits,2002,Food Weight,152
Grapefruit,Fruits,2002,Food Weight,101
Grapes & wine,Alcoholic beverages,2002,Food Weight,137
Groundnut,Oils,2002,Food Weight,141
Lemons & limes,Fruits,2002,Food Weight,112
Maize,Cereals,2002,Food Weight,144
Millets,Cereals,2002,Food Weight,49
Miscellaneous,Miscellaneous,2002,Food Weight,0
Oats,Cereals,2002,Food Weight,74
Oilcrops (other),Oils,2002,Food Weight,124
Olives,Oils,2002,Food Weight,86
Onions,Vegetables,2002,Food Weight,136
Oranges & mandarines,Fruits,2002,Food Weight,144
Palm oil,Oils,2002,Food Weight,112
Peas,Pulses,2002,Food Weight,106
Pepper,Vegetables,2002,Food Weight,74
Pimento,Spices & stimulants,2002,Food Weight,78
Pineapples,Fruits,2002,Food Weight,127
Potatoes,Starchy roots,2002,Food Weight,151
Pulses (other),Pulses,2002,Food Weight,139
Rape & mustard,Spices & stimulants,2002,Food Weight,87
Rice,Cereals,2002,Food Weight,152
Roots (other),Starchy roots,2002,Food Weight,89
Rye,Cereals,2002,Food Weight,47
Sesame ,Oils,2002,Food Weight,82
Sorghum,Cereals,2002,Food Weight,52
Soybean,Oils,2002,Food Weight,145
Spices (other),Spices & stimulants,2002,Food Weight,115
Sugar,Sweeteners,2002,Food Weight,152
Sunflower,Oils,2002,Food Weight,102
Sweet potatoes,Starchy roots,2002,Food Weight,104
Sweeteners (other),Sweeteners,2002,Food Weight,137
Tea,Spices & stimulants,2002,Food Weight,118
Tomatoes,Vegetables,2002,Food Weight,142
Treenuts,Oils,2002,Food Weight,126
Vegetables (other),Vegetables,2002,Food Weight,152
Wheat,Cereals,2002,Food Weight,152
Yams,Starchy roots,2002,Food Weight,51
Alcoholic beverages,Alcoholic beverages,2003,Calories,122
Animal Products (Total),Animal Products,2003,Calories,152
Apples,Fruits,2003,Calories,108
Bananas & plantains,Fruits,2003,Calories,145
Barley & beer,Alcoholic beverages,2003,Calories,146
Beans,Pulses,2003,Calories,134
Cassava,Starchy roots,2003,Calories,88
Cereals (other),Cereals ,2003,Calories,88
Citrus (other),Fruits,2003,Calories,37
Cloves,Spices & stimulants,2003,Calories,6
Cocoa beans,Spices & stimulants,2003,Calories,119
Coconuts,Oils,2003,Calories,132
Coffee,Spices & stimulants,2003,Calories,107
Cottonseed oil,Oils,2003,Calories,69
Dates,Fruits,2003,Calories,48
Fermented beverages,Alcoholic beverages,2003,Calories,54
Fruits (other),Fruits,2003,Calories,152
Grapefruit,Fruits,2003,Calories,56
Grapes & wine,Alcoholic beverages,2003,Calories,118
Groundnut,Oils,2003,Calories,146
Lemons & limes,Fruits,2003,Calories,74
Maize,Cereals,2003,Calories,145
Millets,Cereals,2003,Calories,49
Miscellaneous,Miscellaneous,2003,Calories,117
Oats,Cereals,2003,Calories,70
Oilcrops (other),Oils,2003,Calories,130
Olives,Oils,2003,Calories,97
Onions,Vegetables,2003,Calories,129
Oranges & mandarines,Fruits,2003,Calories,128
Palm oil,Oils,2003,Calories,114
Peas,Pulses,2003,Calories,110
Pepper,Vegetables,2003,Calories,68
Pimento,Spices & stimulants,2003,Calories,78
Pineapples,Fruits,2003,Calories,102
Potatoes,Starchy roots,2003,Calories,146
Pulses (other),Pulses,2003,Calories,138
Rape & mustard,Spices & stimulants,2003,Calories,97
Rice,Cereals,2003,Calories,152
Roots (other),Starchy roots,2003,Calories,78
Rye,Cereals,2003,Calories,46
Sesame ,Oils,2003,Calories,96
Sorghum,Cereals,2003,Calories,50
Soybean,Oils,2003,Calories,146
Spices (other),Spices & stimulants,2003,Calories,118
Sugar,Sweeteners,2003,Calories,152
Sunflower,Oils,2003,Calories,109
Sweet potatoes,Starchy roots,2003,Calories,93
Sweeteners (other),Sweeteners,2003,Calories,132
Tea,Spices & stimulants,2003,Calories,56
Tomatoes,Vegetables,2003,Calories,133
Treenuts,Oils,2003,Calories,124
Vegetables (other),Vegetables,2003,Calories,152
Wheat,Cereals,2003,Calories,152
Yams,Starchy roots,2003,Calories,46
Alcoholic beverages,Alcoholic beverages,2003,Fat,0
Animal Products (Total),Animal Products,2003,Fat,152
Apples,Fruits,2003,Fat,49
Bananas & plantains,Fruits,2003,Fat,72
Barley & beer,Alcoholic beverages,2003,Fat,20
Beans,Pulses,2003,Fat,82
Cassava,Starchy roots,2003,Fat,49
Cereals (other),Cereals ,2003,Fat,23
Citrus (other),Fruits,2003,Fat,5
Cloves,Spices & stimulants,2003,Fat,4
Cocoa beans,Spices & stimulants,2003,Fat,118
Coconuts,Oils,2003,Fat,132
Coffee,Spices & stimulants,2003,Fat,0
Cottonseed oil,Oils,2003,Fat,70
Dates,Fruits,2003,Fat,10
Fermented beverages,Alcoholic beverages,2003,Fat,2
Fruits (other),Fruits,2003,Fat,142
Grapefruit,Fruits,2003,Fat,3
Grapes & wine,Alcoholic beverages,2003,Fat,26
Groundnut,Oils,2003,Fat,146
Lemons & limes,Fruits,2003,Fat,17
Maize,Cereals,2003,Fat,141
Millets,Cereals,2003,Fat,34
Miscellaneous,Miscellaneous,2003,Fat,52
Oats,Cereals,2003,Fat,42
Oilcrops (other),Oils,2003,Fat,130
Olives,Oils,2003,Fat,100
Onions,Vegetables,2003,Fat,38
Oranges & mandarines,Fruits,2003,Fat,48
Palm oil,Oils,2003,Fat,114
Peas,Pulses,2003,Fat,25
Pepper,Vegetables,2003,Fat,2
Pimento,Spices & stimulants,2003,Fat,58
Pineapples,Fruits,2003,Fat,5
Potatoes,Starchy roots,2003,Fat,78
Pulses (other),Pulses,2003,Fat,95
Rape & mustard,Spices & stimulants,2003,Fat,93
Rice,Cereals,2003,Fat,143
Roots (other),Starchy roots,2003,Fat,30
Rye,Cereals,2003,Fat,16
Sesame ,Oils,2003,Fat,95
Sorghum,Cereals,2003,Fat,45
Soybean,Oils,2003,Fat,145
Spices (other),Spices & stimulants,2003,Fat,97
Sugar,Sweeteners,2003,Fat,8
Sunflower,Oils,2003,Fat,110
Sweet potatoes,Starchy roots,2003,Fat,25
Sweeteners (other),Sweeteners,2003,Fat,1
Tea,Spices & stimulants,2003,Fat,0
Tomatoes,Vegetables,2003,Fat,80
Treenuts,Oils,2003,Fat,122
Vegetables (other),Vegetables,2003,Fat,145
Wheat,Cereals,2003,Fat,152
Yams,Starchy roots,2003,Fat,14
Alcoholic beverages,Alcoholic beverages,2003,Protein,1
Animal Products (Total),Animal Products,2003,Protein,152
Apples,Fruits,2003,Protein,43
Bananas & plantains,Fruits,2003,Protein,129
Barley & beer,Alcoholic beverages,2003,Protein,127
Beans,Pulses,2003,Protein,129
Cassava,Starchy roots,2003,Protein,64
Cereals (other),Cereals ,2003,Protein,76
Citrus (other),Fruits,2003,Protein,11
Cloves,Spices & stimulants,2003,Protein,0
Cocoa beans,Spices & stimulants,2003,Protein,93
Coconuts,Oils,2003,Protein,59
Coffee,Spices & stimulants,2003,Protein,103
Cottonseed oil,Oils,2003,Protein,0
Dates,Fruits,2003,Protein,17
Fermented beverages,Alcoholic beverages,2003,Protein,27
Fruits (other),Fruits,2003,Protein,143
Grapefruit,Fruits,2003,Protein,12
Grapes & wine,Alcoholic beverages,2003,Protein,51
Groundnut,Oils,2003,Protein,135
Lemons & limes,Fruits,2003,Protein,26
Maize,Cereals,2003,Protein,136
Millets,Cereals,2003,Protein,47
Miscellaneous,Miscellaneous,2003,Protein,92
Oats,Cereals,2003,Protein,59
Oilcrops (other),Oils,2003,Protein,41
Olives,Oils,2003,Protein,16
Onions,Vegetables,2003,Protein,111
Oranges & mandarines,Fruits,2003,Protein,102
Palm oil,Oils,2003,Protein,6
Peas,Pulses,2003,Protein,104
Pepper,Vegetables,2003,Protein,19
Pimento,Spices & stimulants,2003,Protein,57
Pineapples,Fruits,2003,Protein,18
Potatoes,Starchy roots,2003,Protein,134
Pulses (other),Pulses,2003,Protein,137
Rape & mustard,Spices & stimulants,2003,Protein,51
Rice,Cereals,2003,Protein,152
Roots (other),Starchy roots,2003,Protein,59
Rye,Cereals,2003,Protein,36
Sesame ,Oils,2003,Protein,54
Sorghum,Cereals,2003,Protein,49
Soybean,Oils,2003,Protein,75
Spices (other),Spices & stimulants,2003,Protein,90
Sugar,Sweeteners,2003,Protein,14
Sunflower,Oils,2003,Protein,20
Sweet potatoes,Starchy roots,2003,Protein,64
Sweeteners (other),Sweeteners,2003,Protein,4
Tea,Spices & stimulants,2003,Protein,87
Tomatoes,Vegetables,2003,Protein,121
Treenuts,Oils,2003,Protein,108
Vegetables (other),Vegetables,2003,Protein,152
Wheat,Cereals,2003,Protein,152
Yams,Starchy roots,2003,Protein,39
Alcoholic beverages,Alcoholic beverages,2003,Food Weight,127
Animal Products (Total),Animal Products,2003,Food Weight,152
Apples,Fruits,2003,Food Weight,134
Bananas & plantains,Fruits,2003,Food Weight,148
Barley & beer,Alcoholic beverages,2003,Food Weight,148
Beans,Pulses,2003,Food Weight,134
Cassava,Starchy roots,2003,Food Weight,96
Cereals (other),Cereals ,2003,Food Weight,91
Citrus (other),Fruits,2003,Food Weight,82
Cloves,Spices & stimulants,2003,Food Weight,7
Cocoa beans,Spices & stimulants,2003,Food Weight,119
Coconuts,Oils,2003,Food Weight,131
Coffee,Spices & stimulants,2003,Food Weight,137
Cottonseed oil,Oils,2003,Food Weight,61
Dates,Fruits,2003,Food Weight,60
Fermented beverages,Alcoholic beverages,2003,Food Weight,83
Fruits (other),Fruits,2003,Food Weight,152
Grapefruit,Fruits,2003,Food Weight,105
Grapes & wine,Alcoholic beverages,2003,Food Weight,135
Groundnut,Oils,2003,Food Weight,143
Lemons & limes,Fruits,2003,Food Weight,112
Maize,Cereals,2003,Food Weight,144
Millets,Cereals,2003,Food Weight,50
Miscellaneous,Miscellaneous,2003,Food Weight,0
Oats,Cereals,2003,Food Weight,77
Oilcrops (other),Oils,2003,Food Weight,126
Olives,Oils,2003,Food Weight,87
Onions,Vegetables,2003,Food Weight,136
Oranges & mandarines,Fruits,2003,Food Weight,144
Palm oil,Oils,2003,Food Weight,114
Peas,Pulses,2003,Food Weight,110
Pepper,Vegetables,2003,Food Weight,80
Pimento,Spices & stimulants,2003,Food Weight,81
Pineapples,Fruits,2003,Food Weight,129
Potatoes,Starchy roots,2003,Food Weight,151
Pulses (other),Pulses,2003,Food Weight,138
Rape & mustard,Spices & stimulants,2003,Food Weight,91
Rice,Cereals,2003,Food Weight,152
Roots (other),Starchy roots,2003,Food Weight,89
Rye,Cereals,2003,Food Weight,46
Sesame ,Oils,2003,Food Weight,86
Sorghum,Cereals,2003,Food Weight,51
Soybean,Oils,2003,Food Weight,146
Spices (other),Spices & stimulants,2003,Food Weight,119
Sugar,Sweeteners,2003,Food Weight,152
Sunflower,Oils,2003,Food Weight,98
Sweet potatoes,Starchy roots,2003,Food Weight,104
Sweeteners (other),Sweeteners,2003,Food Weight,137
Tea,Spices & stimulants,2003,Food Weight,119
Tomatoes,Vegetables,2003,Food Weight,145
Treenuts,Oils,2003,Food Weight,128
Vegetables (other),Vegetables,2003,Food Weight,152
Wheat,Cereals,2003,Food Weight,152
Yams,Starchy roots,2003,Food Weight,51
Alcoholic beverages,Alcoholic beverages,2004,Calories,126
Animal Products (Total),Animal Products,2004,Calories,152
Apples,Fruits,2004,Calories,112
Bananas & plantains,Fruits,2004,Calories,142
Barley & beer,Alcoholic beverages,2004,Calories,146
Beans,Pulses,2004,Calories,135
Cassava,Starchy roots,2004,Calories,90
Cereals (other),Cereals ,2004,Calories,92
Citrus (other),Fruits,2004,Calories,33
Cloves,Spices & stimulants,2004,Calories,6
Cocoa beans,Spices & stimulants,2004,Calories,123
Coconuts,Oils,2004,Calories,132
Coffee,Spices & stimulants,2004,Calories,106
Cottonseed oil,Oils,2004,Calories,71
Dates,Fruits,2004,Calories,52
Fermented beverages,Alcoholic beverages,2004,Calories,55
Fruits (other),Fruits,2004,Calories,152
Grapefruit,Fruits,2004,Calories,60
Grapes & wine,Alcoholic beverages,2004,Calories,118
Groundnut,Oils,2004,Calories,144
Lemons & limes,Fruits,2004,Calories,72
Maize,Cereals,2004,Calories,145
Millets,Cereals,2004,Calories,49
Miscellaneous,Miscellaneous,2004,Calories,116
Oats,Cereals,2004,Calories,73
Oilcrops (other),Oils,2004,Calories,127
Olives,Oils,2004,Calories,99
Onions,Vegetables,2004,Calories,128
Oranges & mandarines,Fruits,2004,Calories,128
Palm oil,Oils,2004,Calories,118
Peas,Pulses,2004,Calories,112
Pepper,Vegetables,2004,Calories,67
Pimento,Spices & stimulants,2004,Calories,79
Pineapples,Fruits,2004,Calories,105
Potatoes,Starchy roots,2004,Calories,143
Pulses (other),Pulses,2004,Calories,139
Rape & mustard,Spices & stimulants,2004,Calories,93
Rice,Cereals,2004,Calories,152
Roots (other),Starchy roots,2004,Calories,74
Rye,Cereals,2004,Calories,40
Sesame ,Oils,2004,Calories,97
Sorghum,Cereals,2004,Calories,50
Soybean,Oils,2004,Calories,147
Spices (other),Spices & stimulants,2004,Calories,116
Sugar,Sweeteners,2004,Calories,152
Sunflower,Oils,2004,Calories,111
Sweet potatoes,Starchy roots,2004,Calories,93
Sweeteners (other),Sweeteners,2004,Calories,131
Tea,Spices & stimulants,2004,Calories,50
Tomatoes,Vegetables,2004,Calories,134
Treenuts,Oils,2004,Calories,127
Vegetables (other),Vegetables,2004,Calories,152
Wheat,Cereals,2004,Calories,152
Yams,Starchy roots,2004,Calories,45
Alcoholic beverages,Alcoholic beverages,2004,Fat,0
Animal Products (Total),Animal Products,2004,Fat,152
Apples,Fruits,2004,Fat,51
Bananas & plantains,Fruits,2004,Fat,71
Barley & beer,Alcoholic beverages,2004,Fat,21
Beans,Pulses,2004,Fat,76
Cassava,Starchy roots,2004,Fat,49
Cereals (other),Cereals ,2004,Fat,22
Citrus (other),Fruits,2004,Fat,6
Cloves,Spices & stimulants,2004,Fat,4
Cocoa beans,Spices & stimulants,2004,Fat,119
Coconuts,Oils,2004,Fat,131
Coffee,Spices & stimulants,2004,Fat,0
Cottonseed oil,Oils,2004,Fat,72
Dates,Fruits,2004,Fat,10
Fermented beverages,Alcoholic beverages,2004,Fat,2
Fruits (other),Fruits,2004,Fat,140
Grapefruit,Fruits,2004,Fat,3
Grapes & wine,Alcoholic beverages,2004,Fat,28
Groundnut,Oils,2004,Fat,144
Lemons & limes,Fruits,2004,Fat,16
Maize,Cereals,2004,Fat,140
Millets,Cereals,2004,Fat,32
Miscellaneous,Miscellaneous,2004,Fat,54
Oats,Cereals,2004,Fat,46
Oilcrops (other),Oils,2004,Fat,127
Olives,Oils,2004,Fat,103
Onions,Vegetables,2004,Fat,40
Oranges & mandarines,Fruits,2004,Fat,43
Palm oil,Oils,2004,Fat,118
Peas,Pulses,2004,Fat,28
Pepper,Vegetables,2004,Fat,2
Pimento,Spices & stimulants,2004,Fat,58
Pineapples,Fruits,2004,Fat,7
Potatoes,Starchy roots,2004,Fat,77
Pulses (other),Pulses,2004,Fat,94
Rape & mustard,Spices & stimulants,2004,Fat,90
Rice,Cereals,2004,Fat,142
Roots (other),Starchy roots,2004,Fat,30
Rye,Cereals,2004,Fat,16
Sesame ,Oils,2004,Fat,98
Sorghum,Cereals,2004,Fat,45
Soybean,Oils,2004,Fat,146
Spices (other),Spices & stimulants,2004,Fat,96
Sugar,Sweeteners,2004,Fat,9
Sunflower,Oils,2004,Fat,113
Sweet potatoes,Starchy roots,2004,Fat,23
Sweeteners (other),Sweeteners,2004,Fat,1
Tea,Spices & stimulants,2004,Fat,0
Tomatoes,Vegetables,2004,Fat,84
Treenuts,Oils,2004,Fat,125
Vegetables (other),Vegetables,2004,Fat,146
Wheat,Cereals,2004,Fat,152
Yams,Starchy roots,2004,Fat,14
Alcoholic beverages,Alcoholic beverages,2004,Protein,1
Animal Products (Total),Animal Products,2004,Protein,152
Apples,Fruits,2004,Protein,45
Bananas & plantains,Fruits,2004,Protein,130
Barley & beer,Alcoholic beverages,2004,Protein,125
Beans,Pulses,2004,Protein,133
Cassava,Starchy roots,2004,Protein,66
Cereals (other),Cereals ,2004,Protein,65
Citrus (other),Fruits,2004,Protein,11
Cloves,Spices & stimulants,2004,Protein,1
Cocoa beans,Spices & stimulants,2004,Protein,95
Coconuts,Oils,2004,Protein,57
Coffee,Spices & stimulants,2004,Protein,101
Cottonseed oil,Oils,2004,Protein,0
Dates,Fruits,2004,Protein,19
Fermented beverages,Alcoholic beverages,2004,Protein,25
Fruits (other),Fruits,2004,Protein,143
Grapefruit,Fruits,2004,Protein,12
Grapes & wine,Alcoholic beverages,2004,Protein,53
Groundnut,Oils,2004,Protein,134
Lemons & limes,Fruits,2004,Protein,25
Maize,Cereals,2004,Protein,134
Millets,Cereals,2004,Protein,43
Miscellaneous,Miscellaneous,2004,Protein,96
Oats,Cereals,2004,Protein,60
Oilcrops (other),Oils,2004,Protein,39
Olives,Oils,2004,Protein,17
Onions,Vegetables,2004,Protein,113
Oranges & mandarines,Fruits,2004,Protein,100
Palm oil,Oils,2004,Protein,6
Peas,Pulses,2004,Protein,110
Pepper,Vegetables,2004,Protein,18
Pimento,Spices & stimulants,2004,Protein,54
Pineapples,Fruits,2004,Protein,18
Potatoes,Starchy roots,2004,Protein,132
Pulses (other),Pulses,2004,Protein,135
Rape & mustard,Spices & stimulants,2004,Protein,53
Rice,Cereals,2004,Protein,152
Roots (other),Starchy roots,2004,Protein,56
Rye,Cereals,2004,Protein,31
Sesame ,Oils,2004,Protein,54
Sorghum,Cereals,2004,Protein,50
Soybean,Oils,2004,Protein,72
Spices (other),Spices & stimulants,2004,Protein,91
Sugar,Sweeteners,2004,Protein,16
Sunflower,Oils,2004,Protein,19
Sweet potatoes,Starchy roots,2004,Protein,62
Sweeteners (other),Sweeteners,2004,Protein,4
Tea,Spices & stimulants,2004,Protein,85
Tomatoes,Vegetables,2004,Protein,123
Treenuts,Oils,2004,Protein,108
Vegetables (other),Vegetables,2004,Protein,152
Wheat,Cereals,2004,Protein,152
Yams,Starchy roots,2004,Protein,37
Alcoholic beverages,Alcoholic beverages,2004,Food Weight,128
Animal Products (Total),Animal Products,2004,Food Weight,152
Apples,Fruits,2004,Food Weight,134
Bananas & plantains,Fruits,2004,Food Weight,147
Barley & beer,Alcoholic beverages,2004,Food Weight,149
Beans,Pulses,2004,Food Weight,135
Cassava,Starchy roots,2004,Food Weight,98
Cereals (other),Cereals ,2004,Food Weight,95
Citrus (other),Fruits,2004,Food Weight,83
Cloves,Spices & stimulants,2004,Food Weight,7
Cocoa beans,Spices & stimulants,2004,Food Weight,122
Coconuts,Oils,2004,Food Weight,133
Coffee,Spices & stimulants,2004,Food Weight,137
Cottonseed oil,Oils,2004,Food Weight,60
Dates,Fruits,2004,Food Weight,61
Fermented beverages,Alcoholic beverages,2004,Food Weight,82
Fruits (other),Fruits,2004,Food Weight,152
Grapefruit,Fruits,2004,Food Weight,105
Grapes & wine,Alcoholic beverages,2004,Food Weight,136
Groundnut,Oils,2004,Food Weight,142
Lemons & limes,Fruits,2004,Food Weight,111
Maize,Cereals,2004,Food Weight,145
Millets,Cereals,2004,Food Weight,51
Miscellaneous,Miscellaneous,2004,Food Weight,0
Oats,Cereals,2004,Food Weight,78
Oilcrops (other),Oils,2004,Food Weight,126
Olives,Oils,2004,Food Weight,89
Onions,Vegetables,2004,Food Weight,137
Oranges & mandarines,Fruits,2004,Food Weight,142
Palm oil,Oils,2004,Food Weight,116
Peas,Pulses,2004,Food Weight,116
Pepper,Vegetables,2004,Food Weight,81
Pimento,Spices & stimulants,2004,Food Weight,80
Pineapples,Fruits,2004,Food Weight,128
